Company Name,Sales Growth,ROA,Total Accruals,Operating Cash Flow,CAPEX,R&D,Leverage Ratio,Working Capital Ratio,ForeignOp,ETR,Market-to-Book,Log(Total Assets),Big N,year,Bog Index,Tax Effectiveness,Accounting Analytics Mention,Fama-French industry code (5 industries),nyyear,NYWorking Capital Ratio,NYLeverage Ratio,NYROA,NYBig N,NYCAPEX,NYR&D,NYForeignOp,NYSales Growth,NYMarket-to-Book,NYETR,NYBog Index,NYAccounting Analytics Mention,Log(Total Assets),NYTax Effectiveness,NYTotal Accruals,NYOperating Cash Flow
FLEETCOR TECHNOLOGIES INC,0.082,0.072,-0.008,0.081,0.007,0.000,0.245,0.862,1.000,0.259,4.773,9.324,1.000,2018.000,94.000,0.818,0.000,"Business Equipment, Telephone and Television Transmission",2019.000,1.035,0.275,0.073,1.000,0.006,0.000,1.000,0.088,6.616,0.170,92.000,0.000,9.413,0.820,-0.022,0.095
NEOPHOTONICS CORP,0.219,-0.001,-0.138,0.138,0.132,0.147,0.026,1.851,1.000,1.000,2.039,5.968,1.000,2016.000,93.000,0.277,1.000,"Business Equipment, Telephone and Television Transmission",2017.000,1.720,0.101,-0.132,1.000,0.118,0.145,1.000,-0.292,1.496,-0.017,94.000,1.000,5.999,0.250,-0.051,-0.081
NEOPHOTONICS CORP,-0.292,-0.132,-0.051,-0.081,0.118,0.145,0.101,1.720,1.000,-0.017,1.496,5.999,1.000,2017.000,94.000,0.250,1.000,"Business Equipment, Telephone and Television Transmission",2018.000,2.004,0.149,-0.128,1.000,0.044,0.158,1.000,0.101,1.875,-0.031,98.000,1.000,5.831,0.224,-0.186,0.058
NEOPHOTONICS CORP,0.101,-0.128,-0.186,0.058,0.044,0.158,0.149,2.004,1.000,-0.031,1.875,5.831,1.000,2018.000,98.000,0.224,1.000,"Business Equipment, Telephone and Television Transmission",2019.000,2.115,0.167,-0.051,1.000,0.028,0.172,1.000,0.106,2.672,-0.106,95.000,1.000,5.813,0.241,-0.155,0.104
QUAD/GRAPHICS INC,-0.074,0.017,-0.120,0.137,0.041,0.004,0.404,1.165,1.000,0.225,3.129,7.852,1.000,2016.000,90.000,0.070,1.000,"Manufacturing, Energy, and Utilities",2017.000,1.218,0.374,0.044,1.000,0.035,0.004,1.000,-0.046,2.250,-0.175,90.000,1.000,7.805,0.069,-0.097,0.140
QUAD/GRAPHICS INC,-0.046,0.044,-0.097,0.140,0.035,0.004,0.374,1.218,1.000,-0.175,2.250,7.805,1.000,2017.000,90.000,0.069,1.000,"Manufacturing, Energy, and Utilities",2018.000,1.112,0.362,0.003,1.000,0.039,0.001,1.000,0.015,1.437,1.000,95.000,1.000,7.812,0.065,-0.102,0.106
QUAD/GRAPHICS INC,0.015,0.003,-0.102,0.106,0.039,0.001,0.362,1.112,1.000,1.000,1.437,7.812,1.000,2018.000,95.000,0.065,1.000,"Manufacturing, Energy, and Utilities",2019.000,1.120,0.470,-0.065,1.000,0.046,0.001,1.000,-0.064,1.086,0.305,93.000,1.000,7.790,0.103,-0.129,0.064
TOWER INTERNATIONAL INC,-0.022,0.033,-0.090,0.124,0.100,0.000,0.306,1.127,1.000,0.235,2.778,7.058,1.000,2016.000,90.000,1.000,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,1.137,0.274,0.038,1.000,0.083,0.000,1.000,0.039,2.325,0.547,90.000,0.000,7.139,1.000,-0.095,0.133
TOWER INTERNATIONAL INC,0.039,0.038,-0.095,0.133,0.083,0.000,0.274,1.137,1.000,0.547,2.325,7.139,1.000,2017.000,90.000,1.000,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018.000,1.595,0.252,0.042,1.000,0.071,0.000,1.000,-0.209,1.630,0.016,92.000,0.000,7.065,1.000,-0.106,0.148
REALPAGE INC,0.213,0.021,-0.152,0.173,0.095,0.093,0.148,1.187,1.000,0.394,6.322,6.670,1.000,2016.000,93.000,0.390,0.000,"Business Equipment, Telephone and Television Transmission",2017.000,0.927,0.418,0.000,1.000,0.033,0.059,1.000,0.181,7.342,0.975,91.000,1.000,7.324,0.402,-0.090,0.091
REALPAGE INC,0.181,0.000,-0.090,0.091,0.033,0.059,0.418,0.927,1.000,0.975,7.342,7.324,1.000,2017.000,91.000,0.402,1.000,"Business Equipment, Telephone and Television Transmission",2018.000,1.312,0.277,0.017,1.000,0.024,0.057,1.000,0.296,4.245,-0.012,95.000,1.000,7.649,0.415,-0.100,0.117
REALPAGE INC,0.296,0.017,-0.100,0.117,0.024,0.057,0.277,1.312,1.000,-0.012,4.245,7.649,1.000,2018.000,95.000,0.415,1.000,"Business Equipment, Telephone and Television Transmission",2019.000,1.210,0.419,0.020,1.000,0.017,0.038,1.000,0.136,4.342,0.039,97.000,1.000,7.996,0.509,-0.087,0.107
TESLA INC,0.719,-0.030,-0.024,-0.005,0.064,0.037,0.267,1.074,1.000,-0.036,7.264,10.029,1.000,2016.000,94.000,0.050,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,0.856,0.331,-0.068,1.000,0.142,0.048,1.000,0.680,12.403,-0.014,94.000,0.000,10.263,0.052,-0.066,-0.002
TESLA INC,0.680,-0.068,-0.066,-0.002,0.142,0.048,0.331,0.856,1.000,-0.014,12.403,10.263,1.000,2017.000,94.000,0.052,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018.000,0.831,0.318,-0.033,1.000,0.078,0.050,1.000,0.719,11.668,-0.058,101.000,0.000,10.300,0.063,-0.103,0.071
TESLA INC,0.719,-0.033,-0.103,0.071,0.078,0.050,0.318,0.831,1.000,-0.058,11.668,10.300,1.000,2018.000,101.000,0.063,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2019.000,1.135,0.368,-0.025,1.000,0.042,0.041,1.000,0.145,11.441,-0.165,104.000,0.000,10.443,0.060,-0.095,0.070
INPHI CORP,0.080,0.100,0.037,0.064,0.023,0.109,0.402,7.538,1.000,-1.000,3.985,6.898,1.000,2016.000,88.000,0.312,0.000,"Business Equipment, Telephone and Television Transmission",2017.000,8.612,0.460,-0.082,1.000,0.041,0.259,1.000,0.308,3.806,0.220,88.000,0.000,6.822,0.270,-0.166,0.084
INPHI CORP,0.308,-0.082,-0.166,0.084,0.041,0.259,0.460,8.612,1.000,0.220,3.806,6.822,1.000,2017.000,88.000,0.270,0.000,"Business Equipment, Telephone and Television Transmission",2018.000,7.934,0.503,-0.108,1.000,0.036,0.189,1.000,-0.154,3.883,0.079,94.000,0.000,6.791,0.191,-0.195,0.088
INPHI CORP,-0.154,-0.108,-0.195,0.088,0.036,0.189,0.503,7.934,1.000,0.079,3.883,6.791,1.000,2018.000,94.000,0.191,0.000,"Business Equipment, Telephone and Television Transmission",2019.000,1.904,0.307,-0.075,1.000,0.030,0.188,1.000,0.242,9.804,-0.005,92.000,0.000,6.883,0.200,-0.174,0.099
KEYW HOLDING CORP,-0.076,-0.058,-0.110,0.052,0.041,0.010,0.297,2.753,0.000,0.568,2.074,6.099,0.000,2016.000,93.000,0.307,0.000,"Business Equipment, Telephone and Television Transmission",2017.000,1.500,0.378,-0.016,1.000,0.015,0.005,0.000,0.533,0.941,0.502,92.000,1.000,6.532,0.292,-0.031,0.015
KEYW HOLDING CORP,0.533,-0.016,-0.031,0.015,0.015,0.005,0.378,1.500,0.000,0.502,0.941,6.532,1.000,2017.000,92.000,0.292,1.000,"Business Equipment, Telephone and Television Transmission",2018.000,1.644,0.398,-0.033,1.000,0.007,0.003,0.000,0.148,1.152,0.175,98.000,1.000,6.516,0.288,-0.052,0.019
ELECTROMED INC,0.185,0.107,0.002,0.105,0.026,0.018,0.056,5.150,0.000,0.273,1.932,3.025,0.000,2016.000,89.000,0.487,0.000,"Healthcare, Medical Equipment, and Drugs",2017.000,6.380,0.048,0.097,0.000,0.027,0.026,0.000,0.134,2.387,0.367,92.000,0.000,3.138,0.570,0.045,0.052
ELECTROMED INC,0.134,0.097,0.045,0.052,0.027,0.026,0.048,6.380,0.000,0.367,2.387,3.138,0.000,2017.000,92.000,0.570,0.000,"Healthcare, Medical Equipment, and Drugs",2018.000,4.683,0.000,0.071,0.000,0.020,0.009,0.000,0.101,2.052,0.372,85.000,0.000,3.282,0.694,-0.020,0.092
ELECTROMED INC,0.101,0.071,-0.020,0.092,0.020,0.009,0.000,4.683,0.000,0.372,2.052,3.282,0.000,2018.000,85.000,0.694,0.000,"Healthcare, Medical Equipment, and Drugs",2019.000,6.779,0.000,0.067,0.000,0.045,0.020,0.000,0.091,1.781,0.323,84.000,0.000,3.379,0.758,-0.021,0.088
AMERESCO INC,0.032,0.015,0.088,-0.073,0.095,0.000,0.343,1.186,1.000,0.267,0.830,6.681,0.000,2016.000,86.000,0.252,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2017.000,1.420,0.415,0.038,0.000,0.090,0.000,1.000,0.101,1.163,-0.167,87.000,0.000,6.892,0.212,0.125,-0.139
AMERESCO INC,0.101,0.038,0.125,-0.139,0.090,0.000,0.415,1.420,1.000,-0.167,1.163,6.892,0.000,2017.000,87.000,0.212,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2018.000,1.397,0.437,0.033,0.000,0.112,0.000,1.000,0.098,1.731,0.114,94.000,0.000,7.058,0.282,0.078,-0.046
AMERESCO INC,0.098,0.033,0.078,-0.046,0.112,0.000,0.437,1.397,1.000,0.114,1.731,7.058,0.000,2018.000,94.000,0.282,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2019.000,1.263,0.393,0.032,0.000,0.102,0.000,1.000,0.101,1.927,-0.103,94.000,0.000,7.225,0.315,0.125,-0.143
VISHAY PRECISION GROUP INC,-0.031,0.024,-0.019,0.042,0.039,0.041,0.124,4.222,1.000,0.333,1.455,5.600,1.000,2016.000,89.000,0.462,0.000,"Business Equipment, Telephone and Television Transmission",2017.000,3.685,0.093,0.047,1.000,0.023,0.038,1.000,0.131,1.731,0.300,90.000,0.000,5.725,0.479,-0.027,0.074
VISHAY PRECISION GROUP INC,0.131,0.047,-0.027,0.074,0.023,0.038,0.093,3.685,1.000,0.300,1.731,5.725,1.000,2017.000,90.000,0.479,0.000,"Business Equipment, Telephone and Television Transmission",2018.000,3.922,0.069,0.072,1.000,0.044,0.036,1.000,0.179,1.865,0.304,91.000,0.000,5.788,0.556,-0.036,0.108
VISHAY PRECISION GROUP INC,0.179,0.072,-0.036,0.108,0.044,0.036,0.069,3.922,1.000,0.304,1.865,5.788,1.000,2018.000,91.000,0.556,0.000,"Business Equipment, Telephone and Television Transmission",2019.000,2.391,0.016,0.060,1.000,0.030,0.033,1.000,-0.053,1.905,0.157,91.000,0.000,5.915,0.596,-0.024,0.084
SOW GOOD INC,-0.386,0.208,0.125,0.262,0.009,0.000,0.000,4.162,0.000,0.000,7.270,-1.448,0.000,2016.000,87.000,0.266,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,8.374,0.000,-0.003,0.000,0.000,0.000,0.000,-0.047,6.717,-0.462,82.000,0.000,4.946,0.184,0.003,-0.006
SOW GOOD INC,-0.047,-0.003,0.003,-0.006,0.000,0.000,0.000,8.374,0.000,-0.462,6.717,4.946,0.000,2017.000,82.000,0.184,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018.000,2.363,0.000,-0.002,0.000,0.000,0.000,0.000,-0.386,8.956,0.274,82.000,0.000,4.962,0.114,-0.001,-0.001
VERA BRADLEY INC,-0.013,0.072,-0.041,0.114,0.069,0.000,0.000,3.811,1.000,0.407,1.953,5.942,1.000,2016.000,79.000,1.000,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,4.089,0.000,0.053,1.000,0.056,0.000,1.000,-0.033,1.463,0.295,79.000,0.000,5.923,1.000,-0.122,0.175
VERA BRADLEY INC,-0.033,0.053,-0.122,0.175,0.056,0.000,0.000,4.089,1.000,0.295,1.463,5.923,1.000,2017.000,79.000,1.000,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018.000,6.009,0.000,0.020,1.000,0.034,0.000,1.000,-0.064,1.155,0.544,85.000,0.000,5.860,1.000,-0.102,0.122
VERA BRADLEY INC,-0.064,0.020,-0.102,0.122,0.034,0.000,0.000,6.009,1.000,0.544,1.155,5.860,1.000,2018.000,85.000,1.000,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2019.000,5.796,0.000,0.057,1.000,0.022,0.000,1.000,-0.085,1.043,0.265,86.000,0.000,5.892,0.242,-0.063,0.120
BWX TECHNOLOGIES INC,0.095,0.116,-0.036,0.152,0.033,0.004,0.315,1.577,1.000,0.286,19.786,7.365,1.000,2016.000,91.000,0.910,0.000,"Manufacturing, Energy, and Utilities",2017.000,1.653,0.281,0.086,1.000,0.057,0.004,1.000,0.083,19.786,0.498,91.000,0.000,7.446,0.973,-0.043,0.130
BWX TECHNOLOGIES INC,0.083,0.086,-0.043,0.130,0.057,0.004,0.281,1.653,1.000,0.498,19.786,7.446,1.000,2017.000,91.000,0.973,0.000,"Manufacturing, Energy, and Utilities",2018.000,1.438,0.455,0.137,1.000,0.066,0.009,1.000,0.071,15.451,0.189,97.000,0.000,7.412,0.913,0.035,0.102
BWX TECHNOLOGIES INC,0.071,0.137,0.035,0.102,0.066,0.009,0.455,1.438,1.000,0.189,15.451,7.412,1.000,2018.000,97.000,0.913,0.000,"Manufacturing, Energy, and Utilities",2019.000,1.556,0.426,0.128,1.000,0.095,0.009,1.000,0.053,14.642,0.220,95.000,0.000,7.554,0.988,-0.018,0.146
PINNACLE FOODS INC,0.178,0.031,-0.041,0.072,0.015,0.003,0.466,2.012,1.000,0.380,3.241,8.816,1.000,2016.000,82.000,1.000,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,1.839,0.445,0.081,1.000,0.014,0.002,1.000,0.005,2.975,-0.906,81.000,0.000,8.792,1.000,0.018,0.063
GLOBAL BRASS & COPPER HLDGS,-0.111,0.055,-0.108,0.164,0.059,0.000,0.535,2.928,1.000,0.336,8.172,6.368,1.000,2016.000,91.000,1.000,0.000,"Manufacturing, Energy, and Utilities",2017.000,2.778,0.459,0.076,1.000,0.037,0.000,1.000,0.166,5.096,0.397,90.000,0.000,6.513,1.000,0.003,0.073
GLOBAL BRASS & COPPER HLDGS,0.166,0.076,0.003,0.073,0.037,0.000,0.459,2.778,1.000,0.397,5.096,6.513,1.000,2017.000,90.000,1.000,0.000,"Manufacturing, Energy, and Utilities",2018.000,3.274,0.442,0.084,1.000,0.038,0.000,1.000,0.131,2.999,0.228,93.000,0.000,6.538,1.000,-0.092,0.177
TARGA RESOURCES CORP,0.005,-0.015,-0.080,0.065,0.044,0.000,0.358,0.862,0.000,0.387,1.973,9.463,1.000,2016.000,98.000,0.959,0.000,"Manufacturing, Energy, and Utilities",2017.000,0.786,0.327,0.004,1.000,0.090,0.000,0.000,0.317,1.710,1.000,96.000,0.000,9.574,0.062,-0.062,0.065
TARGA RESOURCES CORP,0.317,0.004,-0.062,0.065,0.090,0.000,0.327,0.786,0.000,1.000,1.710,9.574,1.000,2017.000,96.000,0.062,0.000,"Manufacturing, Energy, and Utilities",2018.000,0.507,0.333,0.000,1.000,0.175,0.000,0.000,0.189,1.373,0.083,97.000,0.000,9.737,0.072,-0.067,0.068
TARGA RESOURCES CORP,0.189,0.000,-0.067,0.068,0.175,0.000,0.333,0.507,0.000,0.083,1.373,9.737,1.000,2018.000,97.000,0.072,0.000,"Manufacturing, Energy, and Utilities",2019.000,0.886,0.398,-0.011,1.000,0.153,0.000,0.000,-0.173,1.932,1.000,96.000,0.000,9.842,0.082,-0.085,0.074
SIGMA LABS INC,-0.336,-0.528,-0.368,-0.331,0.020,0.089,0.000,6.937,0.000,0.000,3.554,1.222,0.000,2017.000,77.000,0.029,1.000,"Business Equipment, Telephone and Television Transmission",2018.000,2.511,0.000,-0.528,0.000,0.032,0.203,0.000,-0.386,7.588,0.000,75.000,1.000,0.888,0.028,-0.368,-0.331
SIGMA LABS INC,-0.386,-0.528,-0.368,-0.331,0.032,0.203,0.000,2.511,0.000,0.000,7.588,0.888,0.000,2018.000,75.000,0.028,1.000,"Business Equipment, Telephone and Television Transmission",2019.000,0.906,0.000,-0.528,0.000,0.020,0.260,0.000,0.033,19.786,0.000,72.000,1.000,0.525,0.033,-0.368,-0.331
SPIRIT AIRLINES INC,0.084,0.084,-0.066,0.150,0.175,0.000,0.285,1.834,0.000,0.369,2.876,8.056,1.000,2016.000,80.000,1.000,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2017.000,1.979,0.335,0.101,1.000,0.175,0.000,0.000,0.140,1.721,-0.189,81.000,0.000,8.329,1.000,-0.001,0.103
CORNERSTONE ONDEMAND INC,0.246,-0.107,-0.164,0.057,0.010,0.075,0.382,1.425,1.000,-0.018,19.786,6.436,1.000,2016.000,86.000,0.025,1.000,"Business Equipment, Telephone and Television Transmission",2017.000,1.214,0.295,-0.063,1.000,0.007,0.064,1.000,0.139,19.786,-0.029,86.000,1.000,6.874,0.022,-0.133,0.070
CORNERSTONE ONDEMAND INC,0.139,-0.063,-0.133,0.070,0.007,0.064,0.295,1.214,1.000,-0.029,19.786,6.874,1.000,2017.000,86.000,0.022,1.000,"Business Equipment, Telephone and Television Transmission",2018.000,1.431,0.415,-0.042,1.000,0.018,0.095,1.000,0.116,19.786,-0.083,90.000,1.000,6.694,0.019,-0.154,0.112
CORNERSTONE ONDEMAND INC,0.116,-0.042,-0.154,0.112,0.018,0.095,0.415,1.431,1.000,-0.083,19.786,6.694,1.000,2018.000,90.000,0.019,1.000,"Business Equipment, Telephone and Television Transmission",2019.000,1.393,0.373,-0.004,1.000,0.019,0.105,1.000,0.072,19.786,-1.000,93.000,1.000,6.873,0.030,-0.124,0.120
LEAF GROUP LTD,-0.099,-0.020,0.109,-0.129,0.045,0.197,0.000,3.352,1.000,0.005,1.623,4.618,1.000,2016.000,87.000,0.164,0.000,"Business Equipment, Telephone and Television Transmission",2017.000,2.014,0.000,-0.374,1.000,0.064,0.224,1.000,0.137,3.558,0.001,87.000,0.000,4.422,0.141,-0.234,-0.140
LEAF GROUP LTD,0.137,-0.374,-0.234,-0.140,0.064,0.224,0.000,2.014,1.000,0.001,3.558,4.422,1.000,2017.000,87.000,0.141,0.000,"Business Equipment, Telephone and Television Transmission",2018.000,1.848,0.002,-0.244,1.000,0.075,0.212,1.000,0.202,2.618,-0.004,93.000,0.000,4.555,0.091,-0.209,-0.035
LEAF GROUP LTD,0.202,-0.244,-0.209,-0.035,0.075,0.212,0.002,1.848,1.000,-0.004,2.618,4.555,1.000,2018.000,93.000,0.091,0.000,"Business Equipment, Telephone and Television Transmission",2019.000,0.985,0.117,-0.284,1.000,0.074,0.221,1.000,-0.001,2.199,-0.002,94.000,0.000,4.550,0.140,-0.239,-0.045
PACIRA BIOSCIENCES INC,0.177,-0.001,-0.072,0.071,0.021,0.081,0.422,7.879,1.000,-0.108,5.521,6.536,1.000,2018.000,106.000,0.406,0.000,"Healthcare, Medical Equipment, and Drugs",2019.000,3.794,0.418,-0.013,1.000,0.012,0.087,1.000,0.248,5.349,-0.025,108.000,0.000,6.723,0.439,-0.098,0.085
BOOZ ALLEN HAMILTON HLDG CP,0.074,0.075,-0.038,0.113,0.016,0.000,0.436,1.175,0.000,0.387,9.186,8.124,1.000,2017.000,87.000,1.000,1.000,"Business Equipment, Telephone and Television Transmission",2018.000,1.437,0.487,0.085,1.000,0.022,0.000,0.000,0.063,10.014,0.303,91.000,1.000,8.190,0.998,-0.018,0.102
BOOZ ALLEN HAMILTON HLDG CP,0.063,0.085,-0.018,0.102,0.022,0.000,0.487,1.437,0.000,0.303,10.014,8.190,1.000,2018.000,91.000,0.998,1.000,"Business Equipment, Telephone and Television Transmission",2019.000,1.441,0.444,0.109,1.000,0.025,0.000,0.000,0.086,12.055,0.188,93.000,0.000,8.251,0.990,-0.021,0.130
RIGNET INC,-0.195,-0.050,-0.219,0.170,0.059,0.000,0.229,3.405,1.000,-1.000,3.693,5.442,1.000,2016.000,85.000,1.000,0.000,"Business Equipment, Telephone and Television Transmission",2017.000,2.113,0.231,-0.070,1.000,0.079,0.000,1.000,-0.062,2.542,-0.273,84.000,0.000,5.438,0.227,-0.197,0.127
RIGNET INC,-0.062,-0.070,-0.197,0.127,0.079,0.000,0.231,2.113,1.000,-0.273,2.542,5.438,1.000,2017.000,84.000,0.227,0.000,"Business Equipment, Telephone and Television Transmission",2018.000,1.021,0.278,-0.241,1.000,0.116,0.000,1.000,0.166,4.379,0.042,80.000,1.000,5.557,0.180,-0.271,0.030
RIGNET INC,0.166,-0.241,-0.271,0.030,0.116,0.000,0.278,1.021,1.000,0.042,4.379,5.557,1.000,2018.000,80.000,0.180,1.000,"Business Equipment, Telephone and Television Transmission",2019.000,1.415,0.411,-0.076,1.000,0.089,0.000,1.000,0.017,2.793,-1.000,89.000,1.000,5.525,0.143,0.004,-0.081
HAWAIIAN TELCOM HOLDCO INC,-0.001,0.001,-0.111,0.112,0.122,0.000,0.361,0.737,0.000,0.348,0.936,6.690,1.000,2016.000,81.000,1.000,0.000,"Business Equipment, Telephone and Television Transmission",2017.000,0.856,0.417,-0.145,1.000,0.129,0.000,0.000,-0.062,1.624,-1.000,81.000,0.000,6.606,1.000,-0.278,0.133
SERVICESOURCE INTL INC,0.003,-0.105,-0.120,0.015,0.086,0.027,0.441,6.770,1.000,-0.119,3.946,5.724,1.000,2016.000,87.000,0.159,0.000,"Business Equipment, Telephone and Television Transmission",2017.000,1.406,0.000,-0.101,1.000,0.058,0.019,1.000,-0.054,2.488,0.052,85.000,0.000,5.688,0.164,-0.168,0.067
SERVICESOURCE INTL INC,-0.054,-0.101,-0.168,0.067,0.058,0.019,0.000,1.406,1.000,0.052,2.488,5.688,1.000,2017.000,85.000,0.164,0.000,"Business Equipment, Telephone and Television Transmission",2018.000,3.066,0.011,-0.182,1.000,0.114,0.047,1.000,-0.003,0.984,-0.018,91.000,0.000,4.917,0.157,-0.209,0.027
SERVICESOURCE INTL INC,-0.003,-0.182,-0.209,0.027,0.114,0.047,0.011,3.066,1.000,-0.018,0.984,4.917,1.000,2018.000,91.000,0.157,0.000,"Business Equipment, Telephone and Television Transmission",2019.000,2.096,0.213,-0.116,1.000,0.063,0.030,1.000,-0.093,1.791,-0.024,94.000,0.000,5.084,0.187,-0.193,0.077
CVR PARTNERS LP,0.232,-0.021,-0.055,0.034,0.018,0.000,0.475,2.135,0.000,-0.012,1.089,7.179,0.000,2016.000,98.000,0.790,0.000,"Manufacturing, Energy, and Utilities",2017.000,2.120,0.507,-0.059,0.000,0.012,0.000,0.000,-0.072,0.676,-0.003,98.000,0.000,7.118,0.410,-0.067,0.008
CVR PARTNERS LP,-0.072,-0.059,-0.067,0.008,0.012,0.000,0.507,2.120,0.000,-0.003,0.676,7.118,0.000,2017.000,98.000,0.410,0.000,"Manufacturing, Energy, and Utilities",2018.000,1.582,0.501,-0.040,0.000,0.016,0.000,0.000,0.061,0.771,0.001,95.000,0.000,7.134,0.319,-0.066,0.026
CVR PARTNERS LP,0.061,-0.040,-0.066,0.026,0.016,0.000,0.501,1.582,0.000,0.001,0.771,7.134,0.000,2018.000,95.000,0.319,0.000,"Manufacturing, Energy, and Utilities",2019.000,1.729,0.563,-0.031,0.000,0.016,0.000,0.000,0.151,0.837,0.001,95.000,0.000,7.037,0.224,-0.065,0.034
ANDEAVOR LOGISTICS LP,0.097,0.054,-0.031,0.085,0.044,0.000,0.651,4.425,0.000,0.000,3.393,8.676,1.000,2016.000,95.000,0.909,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2017.000,1.065,0.505,0.046,1.000,0.025,0.000,0.000,0.719,3.428,0.000,97.000,0.000,9.008,0.820,-0.041,0.087
ANDEAVOR LOGISTICS LP,0.719,0.046,-0.041,0.087,0.025,0.000,0.505,1.065,0.000,0.000,3.428,9.008,1.000,2017.000,97.000,0.820,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2018.000,0.516,0.433,0.058,1.000,0.075,0.000,0.000,-0.259,1.960,0.000,97.000,0.000,9.239,0.786,-0.042,0.100
BOINGO WIRELESS INC,0.141,-0.072,-0.368,0.262,0.175,0.058,0.054,0.684,1.000,-0.016,4.806,5.943,1.000,2016.000,83.000,0.211,0.000,"Business Equipment, Telephone and Television Transmission",2017.000,0.484,0.018,-0.050,1.000,0.175,0.070,1.000,0.283,9.430,0.100,84.000,0.000,5.951,0.382,-0.305,0.254
BOINGO WIRELESS INC,0.283,-0.050,-0.305,0.254,0.175,0.070,0.018,0.484,1.000,0.100,9.430,5.951,1.000,2017.000,84.000,0.382,0.000,"Business Equipment, Telephone and Television Transmission",2018.000,1.168,0.260,-0.002,1.000,0.175,0.052,1.000,0.227,6.862,1.000,84.000,0.000,6.402,0.220,-0.157,0.155
BOINGO WIRELESS INC,0.227,-0.002,-0.157,0.155,0.175,0.052,0.260,1.168,1.000,1.000,6.862,6.402,1.000,2018.000,84.000,0.220,0.000,"Business Equipment, Telephone and Television Transmission",2019.000,0.771,0.301,-0.017,1.000,0.175,0.058,1.000,0.052,5.250,0.003,115.000,0.000,6.398,0.443,-0.198,0.181
RPX CORP,0.141,0.025,-0.230,0.255,0.005,0.000,0.120,1.774,1.000,0.436,1.111,6.600,1.000,2016.000,89.000,0.595,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2017.000,1.883,0.000,-0.144,1.000,0.002,0.000,1.000,-0.008,1.628,-0.340,90.000,1.000,6.311,0.148,-0.368,0.262
HUNTINGTON INGALLS IND INC,0.005,0.090,-0.039,0.129,0.045,0.003,0.201,1.595,0.000,0.269,5.148,8.757,1.000,2016.000,87.000,0.917,0.000,"Manufacturing, Energy, and Utilities",2017.000,1.578,0.201,0.075,1.000,0.057,0.003,0.000,0.053,6.047,0.380,87.000,0.000,8.760,1.000,-0.053,0.128
HUNTINGTON INGALLS IND INC,0.053,0.075,-0.053,0.128,0.057,0.003,0.201,1.578,0.000,0.380,6.047,8.760,1.000,2017.000,87.000,1.000,0.000,"Manufacturing, Energy, and Utilities",2018.000,0.954,0.201,0.131,1.000,0.063,0.004,0.000,0.099,5.260,0.139,95.000,1.000,8.761,1.000,-0.012,0.143
HUNTINGTON INGALLS IND INC,0.099,0.131,-0.012,0.143,0.063,0.004,0.201,0.954,0.000,0.139,5.260,8.761,1.000,2018.000,95.000,1.000,1.000,"Manufacturing, Energy, and Utilities",2019.000,0.944,0.206,0.078,1.000,0.062,0.003,0.000,0.088,6.446,0.196,96.000,1.000,8.858,1.000,-0.049,0.127
C&J ENERGY SERVICES INC,0.687,0.014,0.014,0.000,0.131,0.004,0.000,2.289,0.000,1.000,1.736,7.383,1.000,2017.000,99.000,0.051,0.000,"Manufacturing, Energy, and Utilities",2018.000,2.168,0.000,-0.091,1.000,0.175,0.004,0.000,0.356,0.774,0.018,102.000,0.000,7.262,0.104,-0.331,0.240
